SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,41645 Carol Cmn,Fremont,CA,94538,999000,3,2.5,Irvington,1332,2578,1995,2,750,133,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Fremont/41645-Carol-Cmn-94538/home/1105485,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007091,N,Y,37.5287458,-121.9540212
MLS Listing,,Townhouse,43516 Ocaso Corte,Fremont,CA,94539,1375000,3,2.5,Antelope Hills,1780,1663,1979,4,772,450,Active,,,https://www.redfin.com/CA/Fremont/43516-Ocaso-Corte-94539/home/975001,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007158,N,Y,37.525767,-121.930766
MLS Listing,,Single Family Residential,42640 Saratoga Park St,Fremont,CA,94538,1398888,4,2.0,FREMONT,1806,5700,1962,6,775,,Active,,,https://www.redfin.com/CA/Fremont/42640-Saratoga-Park-St-94538/home/1219238,MLSListings,ML81904716,N,Y,37.5177471,-121.9691287
MLS Listing,,Condo/Co-op,881 Tranquility Cir #13,Livermore,CA,94551,855000,2,2.5,Livermore,1337,,2020,7,639,360,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Livermore/881-Tranquility-Cir-94551/unit-13/home/167293323,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006892,N,Y,37.7016655,-121.7918852
MLS Listing,,Condo/Co-op,39152 Guardino Dr #308,Fremont,CA,94538,569100,2,1.0,FREMONT,844,,1990,10,674,574,Active,,,https://www.redfin.com/CA/Fremont/39152-Guardino-Dr-94538/unit-308/home/22723881,MLSListings,ML81905310,N,Y,37.5582495,-121.9694842
MLS Listing,,Townhouse,1675 Paseo Laguna Seco,Livermore,CA,94551,799000,3,2.5,Portola Meadows,1379,1852,1991,11,579,,Active,,,https://www.redfin.com/CA/Livermore/1675-Pso-Laguna-Seco-94551/home/1384143,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005535,N,Y,37.696896,-121.7821722
MLS Listing,,Townhouse,307 Garden Cmn,Livermore,CA,94551,799000,3,2.5,Garden Common,1519,1360,1986,12,526,390,Active,,,https://www.redfin.com/CA/Livermore/307-Garden-Cmn-94551/home/898494,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006406,N,Y,37.6886835,-121.7995649
MLS Listing,,Single Family Residential,3709 Boulder Canyon Dr,Castro Valley,CA,94552,1495000,4,2.5,5 Canyons,2096,4799,1998,12,713,30,Active,,,https://www.redfin.com/CA/Castro-Valley/3709-Boulder-Canyon-Dr-94552/home/602073,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006003,N,Y,37.6909465,-122.0440356
MLS Listing,,Single Family Residential,30674 Prestwick Ave,Hayward,CA,94544,995000,3,2.0,Hayward,1419,6600,1955,13,701,,Active,,,https://www.redfin.com/CA/Hayward/30674-Prestwick-Ave-94544/home/1500306,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006267,N,Y,37.6225767,-122.0393291
MLS Listing,,Condo/Co-op,330 Park View Ter #107,Oakland,CA,94610,525000,1,1.0,Adams Point,840,,1985,18,625,518,Active,,,https://www.redfin.com/CA/Oakland/330-Park-View-Ter-94610/unit-107/home/1832358,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005818,N,Y,37.810265,-122.258816
MLS Listing,,Single Family Residential,155 El Caminito,Livermore,CA,94550,1090000,4,2.0,Livermore,1476,6120,1964,20,738,,Active,,,https://www.redfin.com/CA/Livermore/155-El-Caminito-94550/home/893395,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005536,N,Y,37.675566,-121.795601
MLS Listing,,Condo/Co-op,438 W Grand Ave #433,Oakland,CA,94612,569000,1,1.0,Uptown,722,1256,2008,20,788,602,Active,,,https://www.redfin.com/CA/Oakland/438-W-Grand-Ave-94612/unit-433/home/12435822,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005515,N,Y,37.8118317,-122.267668
MLS Listing,,Townhouse,3454 Dayton Cmn,Fremont,CA,94538,995000,2,2.5,FREMONT,1174,730,1999,24,848,225,Active,,,https://www.redfin.com/CA/Fremont/3454-Dayton-Cmn-94538/home/1273442,MLSListings,ML81903655,N,Y,37.546919,-121.97525
MLS Listing,,Single Family Residential,32420 Monterey Dr,Union City,CA,94587,1899999,4,2.5,UNION CITY,2226,4500,1995,25,854,,Active,,,https://www.redfin.com/CA/Union-City/32420-Monterey-Dr-94587/home/1956117,MLSListings,ML81902624,N,Y,37.5737447,-122.0821245
MLS Listing,,Single Family Residential,889 Barney Cmn,Livermore,CA,94551,1249000,4,2.5,Livermore,1783,2100,2018,26,701,200,Active,,,https://www.redfin.com/CA/Livermore/889-Barney-Cmn-94551/home/167252010,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004914,N,Y,37.7110304,-121.7260695
MLS Listing,,Condo/Co-op,1874 Railroad Ave #112,Livermore,CA,94550,750000,2,2.0,Livermore,1163,14250,2006,26,645,250,Active,,,https://www.redfin.com/CA/Livermore/1874-Railroad-Ave-94550/unit-112/home/2114992,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004868,N,Y,37.6823358,-121.7735608
MLS Listing,,Single Family Residential,30940 Granger Ave,Union City,CA,94587,1150000,3,2.0,Union City,1230,6215,1979,30,935,,Active,,,https://www.redfin.com/CA/Union-City/30940-Granger-Ave-94587/home/1043862,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003939,N,Y,37.5977155,-122.0757329
MLS Listing,,Townhouse,42930 Corte Habana,Fremont,CA,94539,975000,3,1.5,Mission Fremont,1242,960,1970,31,785,353,Active,,,https://www.redfin.com/CA/Fremont/42930-Corte-Habana-94539/home/1427235,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003899,N,Y,37.537183,-121.922315
MLS Listing,,Single Family Residential,564 Olivina Ave,Livermore,CA,94551,850000,4,2.0,Livermore,1268,7224,1971,32,670,,Active,,,https://www.redfin.com/CA/Livermore/564-Olivina-Ave-94551/home/1313179,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003775,N,Y,37.6831012,-121.7931312
MLS Listing,,Single Family Residential,3244 Guillermo Pl,Hayward,CA,94542,799000,2,2.5,Hayward Hills,1659,110184,1983,33,482,365,Active,,,https://www.redfin.com/CA/Hayward/3244-Guillermo-Pl-94542/home/923080,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003400,N,Y,37.6550486,-122.0386631
MLS Listing,,Townhouse,1862 Grand View Dr,Oakland,CA,94618,1573000,3,3.0,Hiller Highlands,2070,2291,1995,33,760,438,Active,,,https://www.redfin.com/CA/Oakland/1862-Grand-View-Dr-94618/home/1863311,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004032,N,Y,37.8562366,-122.2276648
MLS Listing,,Townhouse,14246 Outrigger Dr #41,San Leandro,CA,94577,775000,3,2.5,SAN LEANDRO,1595,84506,1988,33,486,443,Active,,,https://www.redfin.com/CA/San-Leandro/14246-Outrigger-Dr-94577/unit-41/home/1568597,MLSListings,ML81902547,N,Y,37.6940101,-122.181061
MLS Listing,,Single Family Residential,1970 Barton Way,Hayward,CA,94545,1075000,4,2.5,Hayward,1751,3500,1992,34,614,,Active,,,https://www.redfin.com/CA/Hayward/1970-Barton-Way-94545/home/2020296,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003543,N,Y,37.6435331,-122.116606
MLS Listing,,Single Family Residential,11643 Silvergate Dr,Dublin,CA,94568,1490000,4,2.0,Briar Hills,1888,7153,1968,36,789,,Active,,,https://www.redfin.com/CA/Dublin/11643-Silvergate-Dr-94568/home/1302688,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003752,N,Y,37.7090299,-121.9444002
MLS Listing,,Condo/Co-op,4037 Ralston Cmn #73,Fremont,CA,94538,894000,3,2.0,FREMONT,1389,,1980,40,644,506,Active,,,https://www.redfin.com/CA/Fremont/4037-Ralston-Cmn-94538/unit-73/home/805948,MLSListings,ML81901804,N,Y,37.5422895,-121.9783232
MLS Listing,,Condo/Co-op,118 Bolero Plz,Union City,CA,94587,680000,3,2.0,Union City,1135,41399,1985,40,599,324,Active,,,https://www.redfin.com/CA/Union-City/118-Bolero-Plz-94587/home/1813170,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003157,N,Y,37.592805,-122.004431
MLS Listing,,Condo/Co-op,4217 Clarinbridge Cir,Dublin,CA,94568,888000,2,2.5,Dublin Ranch,1401,,2004,46,634,357,Active,,,https://www.redfin.com/CA/Dublin/4217-Clarinbridge-Cir-94568/home/2112914,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41002537,N,Y,37.707092,-121.867059
MLS Listing,,Single Family Residential,4350 Burke Way,Fremont,CA,94536,1349000,3,2.0,Glen Manor,1148,6000,1959,49,1175,,Active,,,https://www.redfin.com/CA/Fremont/4350-Burke-Way-94536/home/1527255,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001978,N,Y,37.5454712,-121.9951399
MLS Listing,,Townhouse,1118 Fontana Dr,Alameda,CA,94502,939000,3,2.5,Alameda,1628,1650,1969,52,577,475,Active,,,https://www.redfin.com/CA/Alameda/1118-Fontana-Dr-94502/home/889678,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001836,N,Y,37.7348429,-122.2480735
MLS Listing,,Single Family Residential,22631 Myrtle Cir,Hayward,CA,94541,975000,4,2.5,Hayward,1607,1858,2016,59,607,120,Active,September-7-2022 08:00 AM,September-7-2022 08:00 PM,https://www.redfin.com/CA/Hayward/22631-Myrtle-Cir-94541/home/95473678,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000823,N,Y,37.6677588,-122.0936639
MLS Listing,,Vacant Land,35385 Mission Blvd,Fremont,CA,94536,1600000,,,Mission Blvd,,18414,,66,,,Active,,,https://www.redfin.com/CA/Fremont/35385-Mission-Blvd-94536/home/1080589,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40999989,N,Y,37.5871448,-121.9992265
MLS Listing,,Condo/Co-op,39199 Guardino Dr #270,Fremont,CA,94538,685000,2,2.0,Fremont,1053,266122,1987,67,651,587,Active,,,https://www.redfin.com/CA/Fremont/39199-Guardino-Dr-94538/unit-270/home/1240474,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998800,N,Y,37.5572167,-121.9699285
MLS Listing,,Single Family Residential,3528 Mcsherry Way,Alameda,CA,94502,950000,2,2.0,Heritage,1028,3824,1986,69,924,120,Active,,,https://www.redfin.com/CA/Alameda/3528-McSherry-Way-94502/home/1528034,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40999519,N,Y,37.7298007,-122.2358526
MLS Listing,,Single Family Residential,3580 Rocking Horse Ct,Dublin,CA,94568,1455000,3,2.5,Dublin Ranch,1775,2720,2007,88,820,82,Active,,,https://www.redfin.com/CA/Dublin/3580-Rocking-Horse-Ct-94568/home/17186607,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996933,N,Y,37.7311593,-121.8661121
MLS Listing,,Single Family Residential,1316 Ninth St,Alameda,CA,94501,1195000,3,2.0,Gold Coast,1649,2190,1895,88,725,,Active,,,https://www.redfin.com/CA/Alameda/1316-9th-St-94501/home/889443,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996833,N,Y,37.770828,-122.2703291
MLS Listing,,Single Family Residential,33787 Remington Dr,Union City,CA,94587,1199000,3,2.0,Union City,1320,6014,1967,90,908,,Active,,,https://www.redfin.com/CA/Union-City/33787-Remington-Dr-94587/home/1683002,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996103,N,Y,37.5905087,-122.0321801
MLS Listing,,Condo/Co-op,311 Oak St #837,Oakland,CA,94607,710000,1,1.5,Jack London Sq,1391,60085,2003,108,510,781,Active,,,https://www.redfin.com/CA/Oakland/311-Oak-St-94607/unit-837/home/1478611,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40994210,N,Y,37.7940627,-122.2680029
MLS Listing,,Single Family Residential,7 White Ct,Oakland,CA,94611,1650000,5,3.5,Piedmont Pines,3581,8735,2003,117,461,,Active,,,https://www.redfin.com/CA/Oakland/7-White-Ct-94611/home/612204,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991640,N,Y,37.8342333,-122.1876865
MLS Listing,,Single Family Residential,2926 56Th Ave,Oakland,CA,94605,950000,4,2.5,Mills Gardens,2178,4000,1925,1,436,,Active,,,https://www.redfin.com/CA/Oakland/2926-56th-Ave-94605/home/1458555,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007486,N,Y,37.7761611,-122.1889946
MLS Listing,,Single Family Residential,3157 San Angelo Way,Union City,CA,94587,1175000,4,2.0,Casa Verde,1762,5500,1968,1,667,,Active,,,https://www.redfin.com/CA/Union-City/3157-San-Angelo-Way-94587/home/652880,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007485,N,Y,37.5956373,-122.0664777
MLS Listing,,Single Family Residential,3525 Mcsherry Way,Alameda,CA,94502,989000,2,2.0,Alameda,1028,4875,1986,1,962,120,Active,,,https://www.redfin.com/CA/Alameda/3525-McSherry-Way-94502/home/777647,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004786,N,Y,37.7302044,-122.2361185
MLS Listing,,Townhouse,2427 Oliver Dr,Hayward,CA,94545,725000,4,2.5,Glen Eden,1656,1200,1970,1,438,268,Active,September-10-2022 02:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Hayward/2427-Oliver-Dr-94545/home/1899536,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007472,N,Y,37.626949,-122.094919
MLS Listing,,Single Family Residential,3333 Revere Ave,Oakland,CA,94605,925000,2,2.0,Oakland,1544,5000,1957,1,599,,Active,September-10-2022 02:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Oakland/3333-Revere-Ave-94605/home/1655366,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007471,N,Y,37.7352966,-122.1329331
MLS Listing,,Single Family Residential,2828 Morcom Ave,Oakland,CA,94619,649000,2,1.0,Oakland,1008,4064,1916,1,644,,Active,,,https://www.redfin.com/CA/Oakland/2828-Morcom-Ave-94619/home/1712438,BAREIS,322074337,N,Y,37.7769809,-122.1930627
MLS Listing,,Single Family Residential,37436 Watersail Way,Newark,CA,94560,1599000,5,4.5,Brideway,2886,2065,2022,1,554,241,Active,,,https://www.redfin.com/CA/Newark/37436-Watersail-Way-94560/home/175932214,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005079,N,Y,37.5189226,-122.0559787
MLS Listing,,Single Family Residential,855 Durant Ave,San Leandro,CA,94577,750000,3,2.0,San Leandro,1237,,1920,1,606,,Active,,,https://www.redfin.com/CA/San-Leandro/855-Durant-Ave-94577/home/1672900,San Francisco MLS,422690630,N,Y,37.7404685,-122.1493022
MLS Listing,,Single Family Residential,2726 60Th Ave,Oakland,CA,94605,739000,3,2.0,Millsmont Area,1878,4400,1922,1,394,,Active,,,https://www.redfin.com/CA/Oakland/2726-60th-Ave-94605/home/1363222,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007466,N,Y,37.7720009,-122.1878417
MLS Listing,,Single Family Residential,3251 Canterbury Ct,Fremont,CA,94536,1599000,3,2.0,FREMONT,1680,9023,1963,1,952,,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Fremont/3251-Canterbury-Ct-94536/home/1980735,MLSListings,ML81906167,N,Y,37.5588975,-121.9971832
MLS Listing,,Multi-Family (2-4 Unit),2503 REGENT St,Berkeley,CA,94704-2986,1395000,5,2.0,Berkeley,2914,3821,1899,1,479,,Active,,,https://www.redfin.com/CA/Berkeley/2503-Regent-St-94704/home/732302,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007465,N,Y,37.865057,-122.2575236
MLS Listing,,Single Family Residential,4150 Mountain Blvd,Oakland,CA,94619,1050000,3,2.0,Redwood Heights,1960,6502,1951,1,536,,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Oakland/4150-Mountain-Blvd-94619/home/1654929,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007456,N,Y,37.7958791,-122.1825206
MLS Listing,,Vacant Land,6700 Charing Cross Rd,Oakland,CA,94605,700000,,,Oakland,,15572,,1,,,Active,,,https://www.redfin.com/CA/Oakland/6700-Charing-Cross-RD-94605/home/181451554,San Francisco MLS,422692116,N,Y,37.7554905,-122.1462193
MLS Listing,,Single Family Residential,1524 Russell St,Berkeley,CA,94703,1000000,2,1.0,Harmon,1330,4400,1921,1,752,,Active,,,https://www.redfin.com/CA/Berkeley/1524-Russell-St-94703/home/1701310,BAREIS,322082076,N,Y,37.8548929,-122.2782155
MLS Listing,,Single Family Residential,415 Hunter Ave,Oakland,CA,94603,469000,2,1.0,Brookfield,825,4056,1943,1,568,,Active,,,https://www.redfin.com/CA/Oakland/415-Hunter-Ave-94603/home/595052,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007451,N,Y,37.7336478,-122.1832301
MLS Listing,,Single Family Residential,27710 Klaus Ct,Hayward,CA,94542,1299000,4,3.0,Chabot Gardens,2515,11365,1997,2,517,,Active,,,https://www.redfin.com/CA/Hayward/27710-Klaus-Ct-94542/home/1501387,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007448,N,Y,37.6518299,-122.0444796
MLS Listing,,Single Family Residential,1109 Billings Blvd,San Leandro,CA,94577,689000,2,1.0,Davis Tract,895,5000,1941,2,770,,Active,,,https://www.redfin.com/CA/San-Leandro/1109-Billings-Blvd-94577/home/1731591,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007442,N,Y,37.720572,-122.1761793
MLS Listing,,Single Family Residential,1718 Pearl St,Alameda,CA,94501,1749000,4,3.0,Alameda,2349,5781,1920,2,745,,Active,,,https://www.redfin.com/CA/Alameda/1718-Pearl-St-94501/home/1966238,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007441,N,Y,37.7657504,-122.234124
MLS Listing,,Single Family Residential,600 Larchmont Isle,Alameda,CA,94501,1495000,3,2.0,Alameda,1451,8778,1963,2,1030,72,Active,,,https://www.redfin.com/CA/Alameda/600-Larchmont-Isle-94501/home/1804201,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007438,N,Y,37.7651425,-122.2667401
MLS Listing,,Single Family Residential,2826 14Th Ave,Oakland,CA,94606,449900,2,1.0,East Oakland,768,2400,1914,2,586,,Active,,,https://www.redfin.com/CA/Oakland/2826-14th-Ave-94606/home/1606653,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007426,N,Y,37.7971608,-122.2310869
MLS Listing,,Condo/Co-op,438 W Grand Ave #520,Oakland,CA,94612,899000,2,2.0,OAKLAND,1388,,2008,2,648,730,Active,,,https://www.redfin.com/CA/Oakland/438-W-Grand-Ave-94612/unit-520/home/22671696,MLSListings,ML81906123,N,Y,37.8118317,-122.267668
MLS Listing,,Single Family Residential,5621 Morse Dr,Oakland,CA,95605,895000,4,1.5,Millmont,1618,3560,1924,2,553,,Active,,,https://www.redfin.com/CA/Oakland/5621-Morse-Dr-94605/home/1910935,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007423,N,Y,37.7743123,-122.1909012
MLS Listing,,Townhouse,35029 Lido Blvd,Newark,CA,94560,850000,3,2.0,Jarvis Gardens,1164,1368,1972,2,730,395,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Newark/35029-Lido-Blvd-94560/home/1686632,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007420,N,Y,37.5471212,-122.0506977
MLS Listing,,Single Family Residential,4134 Bell Cmn,Fremont,CA,94536,1499000,3,2.5,Glenmoor Area,1924,4084,1990,2,779,191,Active,,,https://www.redfin.com/CA/Fremont/4134-Bell-Cmn-94536/home/1058345,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007102,N,Y,37.5486134,-121.9929188
MLS Listing,,Condo/Co-op,535 Pierce St #2211,Albany,CA,94706,629888,2,2.0,Albany,1170,,1988,2,538,689,Active,,,https://www.redfin.com/CA/Albany/535-Pierce-St-94706/unit-2211/home/2018286,MetroList,222113374,N,Y,37.8968751,-122.3078063
MLS Listing,,Single Family Residential,39736 Placer Way,Fremont,CA,94538,1349000,3,2.0,Sundale,1269,6000,1963,2,1063,,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Fremont/39736-Placer-Way-94538/home/1824664,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007414,N,Y,37.5410459,-121.9785254
MLS Listing,,Single Family Residential,1831 78th Ave,Oakland,CA,94621,599000,3,1.5,OAKLAND,1407,4800,1928,2,426,,Active,,,https://www.redfin.com/CA/Oakland/1831-78th-Ave-94621/home/1821088,MLSListings,ML81906116,N,Y,37.7614569,-122.1777757
MLS Listing,,Single Family Residential,1002 Eve Ln,Livermore,CA,94550,969000,3,2.0,Livermore,1199,5881,1994,2,808,,Active,,,https://www.redfin.com/CA/Livermore/1002-Eve-Ln-94550/home/1393628,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004124,N,Y,37.6830206,-121.7354645
MLS Listing,,Single Family Residential,21113 Tyee Ct,Castro Valley,CA,94546,898000,2,1.0,Castro Valley,1116,18370,1947,2,805,,Active,,,https://www.redfin.com/CA/Castro-Valley/21113-Tyee-Ct-94546/home/1037377,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006817,N,Y,37.6920597,-122.0852314
MLS Listing,,Single Family Residential,3685 Virden Ave,Oakland,CA,94619,1588000,3,2.5,OAKLAND,2988,3325,2006,2,531,,Active,,,https://www.redfin.com/CA/Oakland/3685-Virden-Ave-94619/home/1910792,MLSListings,ML81905765,N,Y,37.7960702,-122.191921
MLS Listing,,Single Family Residential,35824 Carnation Way,Fremont,CA,94536,1980000,4,3.0,Hacienda Gardens,2365,8559,1988,2,837,,Active,,,https://www.redfin.com/CA/Fremont/35824-Carnation-Way-94536/home/1076678,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007406,N,Y,37.5802894,-122.0018471
MLS Listing,,Condo/Co-op,47112 Warm Springs Blvd #111,Fremont,CA,94539,635000,2,1.0,Warm Springs,970,119490,1982,2,655,615,Active,,,https://www.redfin.com/CA/Fremont/47112-Warm-Springs-Blvd-94539/unit-111/home/1095118,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007397,N,Y,37.4857209,-121.9263224
MLS Listing,,Single Family Residential,38061 Canyon Heights Dr,Fremont,CA,94536,1237777,3,2.0,Fremont,1596,6500,1954,3,776,,Active,,,https://www.redfin.com/CA/Fremont/38061-Canyon-Heights-Dr-94536/home/1943369,MetroList,222114267,N,Y,37.5839212,-121.9618418
MLS Listing,,Single Family Residential,4472 Ardo St,Fremont,CA,94536,1400000,4,2.0,New Cabrillo,1719,5916,1965,3,814,,Active,,,https://www.redfin.com/CA/Fremont/4472-Ardo-St-94536/home/1830232,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007399,N,Y,37.5637882,-122.0326686
MLS Listing,,Condo/Co-op,3801 San Pablo Ave #312,Emeryville,CA,94608,465000,1,1.0,Emeryville,,13478,2009,3,,486,Active,September-10-2022 01:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/CA/Emeryville/3801-San-Pablo-Ave-94608/unit-312/home/22962281,San Francisco MLS,422681507,N,Y,37.8289177,-122.2793965
MLS Listing,,Townhouse,3709 Innovation Way #1000,Fremont,CA,94538,1380000,3,3.0,Fremont,1798,,2021,3,768,405,Active,,,https://www.redfin.com/CA/Fremont/3709-Innovation-Way-94538/unit-1000/home/181427048,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006960,N,Y,37.4995866,-121.9465556
MLS Listing,,Single Family Residential,709 Adams Ave,Livermore,CA,94550,1319000,3,2.0,Sunset,1825,6844,1959,3,723,,Active,,,https://www.redfin.com/CA/Livermore/709-Adams-Ave-94550/home/907620,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007390,N,Y,37.6828255,-121.7438126
MLS Listing,,Condo/Co-op,39152 Guardino Dr #303,Fremont,CA,94538,545000,2,1.0,Adobe Hills,857,212519,1990,3,636,568,Active,,,https://www.redfin.com/CA/Fremont/39152-Guardino-Dr-94538/unit-303/home/1506764,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007386,N,Y,37.5582495,-121.9694842
MLS Listing,,Single Family Residential,43335 Paseo Padre,Fremont,CA,94539,2199100,4,2.5,Fremont,2097,368648280,1978,3,1049,,Active,,,https://www.redfin.com/CA/Fremont/43335-Paseo-Padre-Pkwy-94539/home/1650471,MetroList,222116346,N,Y,37.5287843,-121.932245
MLS Listing,,Single Family Residential,712 39th St,Oakland,CA,94609,1299000,4,3.5,Oakland,1941,3386,,3,669,,Active,,,https://www.redfin.com/CA/Oakland/712-39th-St-94609/home/570184,San Francisco MLS,422691901,N,Y,37.82944,-122.2701665
MLS Listing,,Townhouse,1086 Dolphin Cmn,Fremont,CA,94536,1225000,3,2.5,Lake Pointe,1610,1522,1995,3,761,220,Active,,,https://www.redfin.com/CA/Fremont/1086-Dolphin-Com-94536/home/1318205,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007373,N,Y,37.5602,-121.972572
MLS Listing,,Mobile/Manufactured Home,14831 Bancroft Ave #4,San Leandro,CA,94578,69000,2,1.0,San Leandro,758,,,3,91,,Active,,,https://www.redfin.com/CA/San-Leandro/14831-Bancroft-Ave-94578/unit-4/home/173639233,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007364,N,Y,37.7088558,-122.1319349
MLS Listing,,Single Family Residential,9436 Armstrong Dr,Oakland,CA,94603,799000,4,2.5,Arcadia Park,1737,2786,2009,3,460,125,Active,,,https://www.redfin.com/CA/Oakland/9436-Armstrong-Dr-94603/home/22813131,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007368,N,Y,37.7427117,-122.1796826
MLS Listing,,Single Family Residential,7814 Outlook Ave,Oakland,CA,94605,998100,3,2.0,Oakland Hills,1390,5124,1935,3,718,,Active,,,https://www.redfin.com/CA/Oakland/7814-Outlook-Ave-94605/home/1881085,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007359,N,Y,37.7679058,-122.16456
MLS Listing,,Single Family Residential,3028 Lucca Cir,Livermore,CA,94550,1895000,4,3.0,Vinsanto,2592,7733,2013,3,731,,Active,September-8-2022 07:00 PM,September-8-2022 08:00 PM,https://www.redfin.com/CA/Livermore/3028-Lucca-Cir-94550/home/50261969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005509,N,Y,37.6664487,-121.7542968
MLS Listing,,Multi-Family (2-4 Unit),2 deering Ct,Oakland,CA,94601,1199000,8,4.0,Oakland,3090,7100,1959,3,388,,Active,,,https://www.redfin.com/CA/Oakland/2-Deering-Ct-94601/home/1902627,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007362,N,Y,37.7896712,-122.2130246
MLS Listing,,Condo/Co-op,675 8Th St #8,Oakland,CA,94607,549000,1,1.5,Downtown,800,9216,2002,3,686,626,Active,,,https://www.redfin.com/CA/Oakland/675-8th-St-94607/unit-8/home/17187399,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007354,N,Y,37.8021774,-122.2790717
